Period,l.r.t,Study,Loc,Block,Border,Row,Tree,Fam,Geno,Herbicide,Flag,Leaf,Bud2.16,GLD,HT,SCORE,Sur,Mglory,WEED,WEED.COVER,WEED.T
0,10131,2,1,1,1,1,31,AGHS4,2,2,Yellow,NA,0,3.51,46,,0,0,,,
0,10132,2,1,1,0,1,32,AGHS4,2,2,Yellow,NA,0,4.1,44.1,,0,0,,,
0,10133,2,1,1,0,1,33,AGHS4,2,2,Yellow,NA,0,4.25,49.4,,0,0,,,
0,10134,2,1,1,0,1,34,AGHS4,2,2,Yellow,NA,0,4.91,47,,0,0,,,
0,10135,2,1,1,0,1,35,AGHS4,2,2,Yellow,NA,0,3,50.1,,0,0,,,
0,10136,2,1,1,0,1,36,AGHS4,2,2,Yellow,NA,0,4.08,50.7,,0,0,,,
0,10137,2,1,1,0,1,37,AGHS4,2,2,Yellow,NA,0,3.47,54.4,,0,0,,,
0,10138,2,1,1,1,1,38,AGHS4,2,2,Yellow,NA,0,4.8,51.7,,0,0,,,
0,10139,2,1,1,1,1,39,AGHS8,7,2,White,NA,0,3.5,49.9,,0,0,,,
0,10140,2,1,1,0,1,40,AGHS8,7,2,White,NA,0,3.93,51.4,,0,0,,,
0,10141,2,1,1,0,1,41,AGHS8,7,2,White,NA,0,2.57,35.6,,0,0,,,
0,10142,2,1,1,0,1,42,AGHS8,7,2,White,NA,0,3.75,50.7,,0,0,,,
0,10143,2,1,1,0,1,43,AGHS8,7,2,White,NA,0,3.81,45.4,,0,0,,,
0,10144,2,1,1,0,1,44,AGHS8,7,2,White,NA,2,3.99,34.6,,0,0,,,
0,10145,2,1,1,0,1,45,AGHS8,7,2,White,NA,0,2.98,46.7,,0,0,,,
0,10146,2,1,1,1,1,46,AGHS8,7,2,White,NA,0,3.92,37.1,,0,0,,,
0,10147,2,1,1,1,1,47,AGHS3,1,2,Orange,NA,0,3.96,58.2,,0,0,,,
0,10148,2,1,1,0,1,48,AGHS3,1,2,Orange,NA,2,4.9,62.3,,0,0,,,
0,10149,2,1,1,0,1,49,AGHS3,1,2,Orange,NA,2,3.74,60.9,,0,0,,,
0,10150,2,1,1,0,1,50,AGHS3,1,2,Orange,NA,2,3.3,61.5,,0,0,,,
0,10151,2,1,1,0,1,51,AGHS3,1,2,Orange,NA,0,4.06,54.4,,0,0,,,
0,10152,2,1,1,0,1,52,AGHS3,1,2,Orange,NA,0,3.89,61.4,,0,0,,,
0,10153,2,1,1,0,1,53,AGHS3,1,2,Orange,NA,1,3.9,65.2,,0,0,,,
0,10154,2,1,1,1,1,54,AGHS3,1,2,Orange,NA,0,3.98,70.1,,0,0,,,
0,10155,2,1,1,1,1,55,AGHS1,6,2,Blue,NA,3,3.57,44.6,,0,0,,,
0,10156,2,1,1,0,1,56,AGHS1,6,2,Blue,NA,3,2.73,48.6,,0,0,,,
0,10157,2,1,1,0,1,57,AGHS1,6,2,Blue,NA,3,4.16,36.2,,0,0,,,
0,10158,2,1,1,0,1,58,AGHS1,6,2,Blue,NA,2,4.6,50.4,,0,0,,,
0,10159,2,1,1,0,1,59,AGHS1,6,2,Blue,NA,3,3.63,46.2,,0,0,,,
0,10160,2,1,1,0,1,60,AGHS1,6,2,Blue,NA,3,4.19,46.4,,0,0,,,
0,10161,2,1,1,0,1,61,AGHS1,6,2,Blue,NA,3,3.53,43,,0,0,,,
0,10162,2,1,1,1,1,62,AGHS1,6,2,Blue,NA,2,3.32,43.6,,0,0,,,
0,10163,2,1,1,1,1,63,AGHS2,5,2,Pink,NA,0,2.9,51.4,,0,0,,,
0,10164,2,1,1,0,1,64,AGHS2,5,2,Pink,NA,0,2.98,50.6,,0,0,,,
0,10165,2,1,1,0,1,65,AGHS2,5,2,Pink,NA,0,2.95,52.8,,0,0,,,
0,10166,2,1,1,0,1,66,AGHS2,5,2,Pink,NA,0,2.66,42.2,,0,0,,,
0,10167,2,1,1,0,1,67,AGHS2,5,2,Pink,NA,3,4.57,45.4,,0,0,,,
0,10168,2,1,1,0,1,68,AGHS2,5,2,Pink,NA,1,3.04,49.9,,0,0,,,
0,10169,2,1,1,0,1,69,AGHS2,5,2,Pink,NA,2,3.81,48.4,,0,0,,,
0,10170,2,1,1,1,1,70,AGHS2,5,2,Pink,NA,1,3.24,59.5,,0,0,,,
0,10231,2,1,1,1,2,31,AGHS2,5,0,Pink,NA,1,4.07,61.1,,0,0,,,
0,10232,2,1,1,0,2,32,AGHS2,5,0,Pink,NA,1,3.88,60.7,,0,0,,,
0,10233,2,1,1,0,2,33,AGHS2,5,0,Pink,NA,1,3.22,69.6,,0,0,,,
0,10234,2,1,1,0,2,34,AGHS2,5,0,Pink,NA,0,4.39,61.8,,0,0,,,
0,10235,2,1,1,0,2,35,AGHS2,5,0,Pink,NA,0,3.91,69.1,,0,0,,,
0,10236,2,1,1,0,2,36,AGHS2,5,0,Pink,NA,0,4.41,65.9,,0,0,,,
0,10237,2,1,1,0,2,37,AGHS2,5,0,Pink,NA,1,4.34,53.9,,0,0,,,
0,10238,2,1,1,1,2,38,AGHS2,5,0,Pink,NA,2,2.53,55.2,,0,0,,,
0,10239,2,1,1,1,2,39,AGHS1,6,0,Blue,NA,2,2.91,44.2,,0,0,,,
0,10240,2,1,1,0,2,40,AGHS1,6,0,Blue,NA,1,3.31,43.1,,0,0,,,
0,10241,2,1,1,0,2,41,AGHS1,6,0,Blue,NA,3,3.38,54.3,,0,0,,,
0,10242,2,1,1,0,2,42,AGHS1,6,0,Blue,NA,3,3.08,51.3,,0,0,,,
0,10243,2,1,1,0,2,43,AGHS1,6,0,Blue,NA,2,3.97,58.1,,0,0,,,
0,10244,2,1,1,0,2,44,AGHS1,6,0,Blue,NA,2,2.67,50.2,,0,0,,,
0,10245,2,1,1,0,2,45,AGHS1,6,0,Blue,NA,3,3.13,42.5,,0,0,,,
0,10246,2,1,1,1,2,46,AGHS1,6,0,Blue,NA,3,2.88,46.8,,0,0,,,
0,10247,2,1,1,1,2,47,AGHS8,7,0,White,NA,0,4.55,53.5,,0,0,,,
0,10248,2,1,1,0,2,48,AGHS8,7,0,White,NA,0,3.52,46.1,,0,0,,,
0,10249,2,1,1,0,2,49,AGHS8,7,0,White,NA,0,2.77,49,,0,0,,,
0,10250,2,1,1,0,2,50,AGHS8,7,0,White,NA,0,4.48,49.5,,0,0,,,
0,10251,2,1,1,0,2,51,AGHS8,7,0,White,NA,0,4.06,43.2,,0,0,,,
0,10252,2,1,1,0,2,52,AGHS8,7,0,White,NA,0,3.74,44.9,,0,0,,,
0,10253,2,1,1,0,2,53,AGHS8,7,0,White,NA,0,3.25,46.6,,0,0,,,
0,10254,2,1,1,1,2,54,AGHS8,7,0,White,NA,0,2.52,45.6,,0,0,,,
0,10255,2,1,1,1,2,55,AGHS4,2,0,Yellow,NA,0,4.89,36,,0,0,,,
0,10256,2,1,1,0,2,56,AGHS4,2,0,Yellow,NA,0,3.41,37.4,,0,0,,,
0,10257,2,1,1,0,2,57,AGHS4,2,0,Yellow,NA,0,3.34,53.1,,0,0,,,
0,10258,2,1,1,0,2,58,AGHS4,2,0,Yellow,NA,1,3.44,49.6,,0,0,,,
0,10259,2,1,1,0,2,59,AGHS4,2,0,Yellow,NA,0,4.18,49.3,,0,0,,,
0,10260,2,1,1,0,2,60,AGHS4,2,0,Yellow,NA,0,4.11,48.7,,0,0,,,
0,10261,2,1,1,0,2,61,AGHS4,2,0,Yellow,NA,0,3.11,42.1,,0,0,,,
0,10262,2,1,1,1,2,62,AGHS4,2,0,Yellow,NA,0,5.83,35.4,,0,0,,,
0,10263,2,1,1,1,2,63,AGHS3,1,0,Orange,NA,0,4.08,59.6,,0,0,,,
0,10264,2,1,1,0,2,64,AGHS3,1,0,Orange,NA,1,3.36,48.3,,0,0,,,
0,10265,2,1,1,0,2,65,AGHS3,1,0,Orange,NA,0,4.14,61.4,,0,0,,,
0,10266,2,1,1,0,2,66,AGHS3,1,0,Orange,NA,0,2.56,52.9,,0,0,,,
0,10267,2,1,1,0,2,67,AGHS3,1,0,Orange,NA,0,3.61,48.4,,0,0,,,
0,10268,2,1,1,0,2,68,AGHS3,1,0,Orange,NA,0,3.45,46.7,,0,0,,,
0,10269,2,1,1,0,2,69,AGHS3,1,0,Orange,NA,0,3.33,43.6,,0,0,,,
0,10270,2,1,1,1,2,70,AGHS3,1,0,Orange,NA,0,3.71,45.7,,0,0,,,
0,10331,2,1,1,1,3,31,AGHS3,1,3,Orange,NA,0,3.79,44.1,,0,0,,,
0,10332,2,1,1,0,3,32,AGHS3,1,3,Orange,NA,0,4.1,50.9,,0,0,,,
0,10333,2,1,1,0,3,33,AGHS3,1,3,Orange,NA,0,3.93,51.2,,0,0,,,
0,10334,2,1,1,0,3,34,AGHS3,1,3,Orange,NA,0,3.52,49.2,,0,0,,,
0,10335,2,1,1,0,3,35,AGHS3,1,3,Orange,NA,2,3.39,46.6,,0,0,,,
0,10336,2,1,1,0,3,36,AGHS3,1,3,Orange,NA,2,4.36,49.4,,0,0,,,
0,10337,2,1,1,0,3,37,AGHS3,1,3,Orange,NA,2,3.91,53,,0,0,,,
0,10338,2,1,1,1,3,38,AGHS3,1,3,Orange,NA,0,3.11,45.1,,0,0,,,
0,10339,2,1,1,1,3,39,AGHS4,2,3,Yellow,NA,1,4.66,40,,0,0,,,
0,10340,2,1,1,0,3,40,AGHS4,2,3,Yellow,NA,0,4.26,51.1,,0,0,,,
0,10341,2,1,1,0,3,41,AGHS4,2,3,Yellow,NA,0,4.69,41.1,,0,0,,,
0,10342,2,1,1,0,3,42,AGHS4,2,3,Yellow,NA,0,4.33,50.6,,0,0,,,
0,10343,2,1,1,0,3,43,AGHS4,2,3,Yellow,NA,0,4.3,51.7,,0,0,,,
0,10344,2,1,1,0,3,44,AGHS4,2,3,Yellow,NA,0,4.88,41.1,,0,0,,,
0,10345,2,1,1,0,3,45,AGHS4,2,3,Yellow,NA,1,4.99,35.2,,0,0,,,
0,10346,2,1,1,1,3,46,AGHS4,2,3,Yellow,NA,1,4.72,41.2,,0,0,,,
0,10347,2,1,1,1,3,47,AGHS2,5,3,Pink,NA,1,3.16,40.1,,0,0,,,
0,10348,2,1,1,0,3,48,AGHS2,5,3,Pink,NA,2,3.69,44.9,,0,0,,,
0,10349,2,1,1,0,3,49,AGHS2,5,3,Pink,NA,2,3.82,40.7,,0,0,,,
0,10350,2,1,1,0,3,50,AGHS2,5,3,Pink,NA,0,2.82,40.2,,0,0,,,
0,10351,2,1,1,0,3,51,AGHS2,5,3,Pink,NA,3,4.26,43.1,,0,0,,,
0,10352,2,1,1,0,3,52,AGHS2,5,3,Pink,NA,3,5.13,49,,0,0,,,
0,10353,2,1,1,0,3,53,AGHS2,5,3,Pink,NA,1,4.07,48.8,,0,0,,,
0,10354,2,1,1,1,3,54,AGHS2,5,3,Pink,NA,1,3.6,39.9,,0,0,,,
0,10355,2,1,1,1,3,55,AGHS1,6,3,Blue,NA,2,2.69,42.8,,0,0,,,
0,10356,2,1,1,0,3,56,AGHS1,6,3,Blue,NA,3,2.54,39.5,,0,0,,,
0,10357,2,1,1,0,3,57,AGHS1,6,3,Blue,NA,1,2.23,43.3,,0,0,,,
0,10358,2,1,1,0,3,58,AGHS1,6,3,Blue,NA,3,4.65,47.5,,0,0,,,
0,10359,2,1,1,0,3,59,AGHS1,6,3,Blue,NA,3,2.57,54.4,,0,0,,,
0,10360,2,1,1,0,3,60,AGHS1,6,3,Blue,NA,2,2.72,54.4,,0,0,,,
0,10361,2,1,1,0,3,61,AGHS1,6,3,Blue,NA,0,3.09,50.1,,0,0,,,
0,10362,2,1,1,1,3,62,AGHS1,6,3,Blue,NA,3,3.08,52.2,,0,0,,,
0,10363,2,1,1,1,3,63,AGHS8,7,3,White,NA,0,3.47,61.8,,0,0,,,
0,10364,2,1,1,0,3,64,AGHS8,7,3,White,NA,0,4.24,62.7,,0,0,,,
0,10365,2,1,1,0,3,65,AGHS8,7,3,White,NA,0,4.81,43.3,,0,0,,,
0,10366,2,1,1,0,3,66,AGHS8,7,3,White,NA,0,4.34,61.2,,0,0,,,
0,10367,2,1,1,0,3,67,AGHS8,7,3,White,NA,0,4.57,56.3,,0,0,,,
0,10368,2,1,1,0,3,68,AGHS8,7,3,White,NA,0,3.76,57.1,,0,0,,,
0,10369,2,1,1,0,3,69,AGHS8,7,3,White,NA,0,3.91,55.5,,0,0,,,
0,10370,2,1,1,1,3,70,AGHS8,7,3,White,NA,0,4.5,54.3,,0,0,,,
0,10431,2,1,1,1,4,31,AGHS1,6,1,Blue,NA,1,2.93,32.2,,0,0,,,
0,10432,2,1,1,0,4,32,AGHS1,6,1,Blue,NA,0,4.86,48.1,,0,0,,,
0,10433,2,1,1,0,4,33,AGHS1,6,1,Blue,NA,2,3.37,44.2,,0,0,,,
0,10434,2,1,1,0,4,34,AGHS1,6,1,Blue,NA,1,3.91,47.6,,0,0,,,
0,10435,2,1,1,0,4,35,AGHS1,6,1,Blue,NA,0,3.43,43.5,,0,0,,,
0,10436,2,1,1,0,4,36,AGHS1,6,1,Blue,NA,3,4.03,46.5,,0,0,,,
0,10437,2,1,1,0,4,37,AGHS1,6,1,Blue,NA,1,3.53,55.6,,0,0,,,
0,10438,2,1,1,1,4,38,AGHS1,6,1,Blue,NA,0,4.02,53.7,,0,0,,,
0,10439,2,1,1,1,4,39,AGHS2,5,1,Pink,NA,0,3.07,34.6,,0,0,,,
0,10440,2,1,1,0,4,40,AGHS2,5,1,Pink,NA,1,4.88,40.1,,0,0,,,
0,10441,2,1,1,0,4,41,AGHS2,5,1,Pink,NA,1,4.4,50.6,,0,0,,,
0,10442,2,1,1,0,4,42,AGHS2,5,1,Pink,NA,0,2.98,37.4,,0,0,,,
0,10443,2,1,1,0,4,43,AGHS2,5,1,Pink,NA,0,2.45,40.5,,0,0,,,
0,10444,2,1,1,0,4,44,AGHS2,5,1,Pink,NA,0,2.76,32.9,,0,0,,,
0,10445,2,1,1,0,4,45,AGHS2,5,1,Pink,NA,0,2.86,35.3,,0,0,,,
0,10446,2,1,1,1,4,46,AGHS2,5,1,Pink,NA,0,2.12,33.1,,0,0,,,
0,10447,2,1,1,1,4,47,AGHS8,7,1,White,NA,0,1.84,41.1,,0,0,,,
0,10448,2,1,1,0,4,48,AGHS8,7,1,White,NA,0,3.28,46.7,,0,0,,,
0,10449,2,1,1,0,4,49,AGHS8,7,1,White,NA,1,3.88,46.7,,0,0,,,
0,10450,2,1,1,0,4,50,AGHS8,7,1,White,NA,0,4.53,50.9,,0,0,,,
0,10451,2,1,1,0,4,51,AGHS8,7,1,White,NA,0,5.12,52.1,,0,0,,,
0,10452,2,1,1,0,4,52,AGHS8,7,1,White,NA,0,2.76,43.9,,0,0,,,
0,10453,2,1,1,0,4,53,AGHS8,7,1,White,NA,0,3.58,46.2,,0,0,,,
0,10454,2,1,1,1,4,54,AGHS8,7,1,White,NA,0,2.58,42.8,,0,0,,,
0,10455,2,1,1,1,4,55,AGHS3,1,1,Orange,NA,1,4.78,54.4,,0,0,,,
0,10456,2,1,1,0,4,56,AGHS3,1,1,Orange,NA,0,2.78,45,,0,0,,,
0,10457,2,1,1,0,4,57,AGHS3,1,1,Orange,NA,0,3.41,42.4,,0,0,,,
0,10458,2,1,1,0,4,58,AGHS3,1,1,Orange,NA,0,3.43,59.3,,0,0,,,
0,10459,2,1,1,0,4,59,AGHS3,1,1,Orange,NA,0,6.25,54.2,,0,0,,,
0,10460,2,1,1,0,4,60,AGHS3,1,1,Orange,NA,0,3.48,62.3,,0,0,,,
0,10461,2,1,1,0,4,61,AGHS3,1,1,Orange,NA,0,4.4,61.7,,0,0,,,
0,10462,2,1,1,1,4,62,AGHS3,1,1,Orange,NA,0,4.54,57.2,,0,0,,,
0,10463,2,1,1,1,4,63,AGHS4,2,1,Yellow,NA,0,1.96,34.9,,0,0,,,
0,10464,2,1,1,0,4,64,AGHS4,2,1,Yellow,NA,0,3.45,43.8,,0,0,,,
0,10465,2,1,1,0,4,65,AGHS4,2,1,Yellow,NA,0,2.5,48.1,,0,0,,,
0,10466,2,1,1,0,4,66,AGHS4,2,1,Yellow,NA,0,3.25,48.1,,0,0,,,
0,10467,2,1,1,0,4,67,AGHS4,2,1,Yellow,NA,0,3.26,51.6,,0,0,,,
0,10468,2,1,1,0,4,68,AGHS4,2,1,Yellow,NA,0,2.91,43.6,,0,0,,,
0,10469,2,1,1,0,4,69,AGHS4,2,1,Yellow,NA,0,2.9,47.6,,0,0,,,
0,10470,2,1,1,1,4,70,AGHS4,2,1,Yellow,NA,0,2.76,44.2,,0,0,,,
0,10531,2,1,2,1,5,31,AGHS2,5,2,Pink,NA,3,2.49,38.9,,0,0,,,
0,10532,2,1,2,0,5,32,AGHS2,5,2,Pink,NA,0,3.56,45.6,,0,0,,,
0,10533,2,1,2,0,5,33,AGHS2,5,2,Pink,NA,0,3.22,43.6,,0,0,,,
0,10534,2,1,2,0,5,34,AGHS2,5,2,Pink,NA,0,2.95,47.1,,0,0,,,
0,10535,2,1,2,0,5,35,AGHS2,5,2,Pink,NA,3,3.75,43.2,,0,0,,,
0,10536,2,1,2,0,5,36,AGHS2,5,2,Pink,NA,0,3.32,50.8,,0,0,,,
0,10537,2,1,2,0,5,37,AGHS2,5,2,Pink,NA,0,3.01,45.3,,0,0,,,
0,10538,2,1,2,1,5,38,AGHS2,5,2,Pink,NA,3,3.33,42.4,,0,0,,,
0,10539,2,1,2,1,5,39,AGHS8,7,2,White,NA,0,3.16,50.4,,0,0,,,
0,10540,2,1,2,0,5,40,AGHS8,7,2,White,NA,0,2.39,44.5,,0,0,,,
0,10541,2,1,2,0,5,41,AGHS8,7,2,White,NA,0,3.91,44,,0,0,,,
0,10542,2,1,2,0,5,42,AGHS8,7,2,White,NA,3,4.45,44.6,,0,0,,,
0,10543,2,1,2,0,5,43,AGHS8,7,2,White,NA,0,4.04,45.6,,0,0,,,
0,10544,2,1,2,0,5,44,AGHS8,7,2,White,NA,0,2.72,49.3,,0,0,,,
0,10545,2,1,2,0,5,45,AGHS8,7,2,White,NA,0,5.04,51.2,,0,0,,,
0,10546,2,1,2,1,5,46,AGHS8,7,2,White,NA,2,4.39,51.6,,0,0,,,
0,10547,2,1,2,1,5,47,AGHS3,1,2,Orange,NA,1,3.75,51.7,,0,0,,,
0,10548,2,1,2,0,5,48,AGHS3,1,2,Orange,NA,0,4.29,65.2,,0,0,,,
0,10549,2,1,2,0,5,49,AGHS3,1,2,Orange,NA,1,4.13,54.6,,0,0,,,
0,10550,2,1,2,0,5,50,AGHS3,1,2,Orange,NA,0,5.07,53.6,,0,0,,,
0,10551,2,1,2,0,5,51,AGHS3,1,2,Orange,NA,0,5.19,55.8,,0,0,,,
0,10552,2,1,2,0,5,52,AGHS3,1,2,Orange,NA,1,2.9,51.1,,0,0,,,
0,10553,2,1,2,0,5,53,AGHS3,1,2,Orange,NA,0,3.7,60.1,,0,0,,,
0,10554,2,1,2,1,5,54,AGHS3,1,2,Orange,NA,0,4.25,55.4,,0,0,,,
0,10555,2,1,2,1,5,55,AGHS4,2,2,Yellow,NA,0,4.44,52.1,,0,0,,,
0,10556,2,1,2,0,5,56,AGHS4,2,2,Yellow,NA,0,3.82,47.6,,0,0,,,
0,10557,2,1,2,0,5,57,AGHS4,2,2,Yellow,NA,1,3.27,49.6,,0,0,,,
0,10558,2,1,2,0,5,58,AGHS4,2,2,Yellow,NA,0,3.09,35.8,,0,0,,,
0,10559,2,1,2,0,5,59,AGHS4,2,2,Yellow,NA,0,3.29,49.2,,0,0,,,
0,10560,2,1,2,0,5,60,AGHS4,2,2,Yellow,NA,1,2.87,50.7,,0,0,,,
0,10561,2,1,2,0,5,61,AGHS4,2,2,Yellow,NA,1,2.94,47.6,,0,0,,,
0,10562,2,1,2,1,5,62,AGHS4,2,2,Yellow,NA,1,3.01,40.3,,0,0,,,
0,10563,2,1,2,1,5,63,AGHS1,6,2,Blue,NA,1,4.53,56.2,,0,0,,,
0,10564,2,1,2,0,5,64,AGHS1,6,2,Blue,NA,1,3.21,48.4,,0,0,,,
0,10565,2,1,2,0,5,65,AGHS1,6,2,Blue,NA,3,5.16,50.6,,0,0,,,
0,10566,2,1,2,0,5,66,AGHS1,6,2,Blue,NA,3,5.42,36.6,,0,0,,,
0,10567,2,1,2,0,5,67,AGHS1,6,2,Blue,NA,3,4.51,47.9,,0,0,,,
0,10568,2,1,2,0,5,68,AGHS1,6,2,Blue,NA,3,4.66,38.5,,0,0,,,
0,10569,2,1,2,0,5,69,AGHS1,6,2,Blue,NA,3,3.06,44.2,,0,0,,,
0,10570,2,1,2,1,5,70,AGHS1,6,2,Blue,NA,3,5.22,45.4,,0,0,,,
0,10631,2,1,2,1,6,31,AGHS1,6,3,Blue,NA,3,2.82,38.4,,0,0,,,
0,10632,2,1,2,0,6,32,AGHS1,6,3,Blue,NA,3,3.46,38.6,,0,0,,,
0,10633,2,1,2,0,6,33,AGHS1,6,3,Blue,NA,3,2.47,45.3,,0,0,,,
0,10634,2,1,2,0,6,34,AGHS1,6,3,Blue,NA,3,2.09,30.3,,0,0,,,
0,10635,2,1,2,0,6,35,AGHS1,6,3,Blue,NA,1,2.03,32.8,,0,0,,,
0,10636,2,1,2,0,6,36,AGHS1,6,3,Blue,NA,3,3.64,46.6,,0,0,,,
0,10637,2,1,2,0,6,37,AGHS1,6,3,Blue,NA,3,3.25,48.2,,0,0,,,
0,10638,2,1,2,1,6,38,AGHS1,6,3,Blue,NA,3,3.57,48.1,,0,0,,,
0,10639,2,1,2,1,6,39,AGHS3,1,3,Orange,NA,3,4.53,54.3,,0,0,,,
0,10640,2,1,2,0,6,40,AGHS3,1,3,Orange,NA,0,4.02,59.6,,0,0,,,
0,10641,2,1,2,0,6,41,AGHS3,1,3,Orange,NA,3,4.28,52.6,,0,0,,,
0,10642,2,1,2,0,6,42,AGHS3,1,3,Orange,NA,1,3.24,54.4,,0,0,,,
0,10643,2,1,2,0,6,43,AGHS3,1,3,Orange,NA,0,2.72,47.4,,0,0,,,
0,10644,2,1,2,0,6,44,AGHS3,1,3,Orange,NA,3,2.56,41.7,,0,0,,,
0,10645,2,1,2,0,6,45,AGHS3,1,3,Orange,NA,1,4.15,54.4,,0,0,,,
0,10646,2,1,2,1,6,46,AGHS3,1,3,Orange,NA,3,2.35,30.7,,0,0,,,
0,10647,2,1,2,1,6,47,AGHS4,2,3,Yellow,NA,1,2.06,38.3,,0,1,,,
0,10648,2,1,2,0,6,48,AGHS4,2,3,Yellow,NA,0,2.56,41.7,,0,0,,,
0,10649,2,1,2,0,6,49,AGHS4,2,3,Yellow,NA,1,2.18,40.8,,0,0,,,
0,10650,2,1,2,0,6,50,AGHS4,2,3,Yellow,NA,0,1.53,33.4,,0,0,,,
0,10651,2,1,2,0,6,51,AGHS4,2,3,Yellow,NA,0,2.95,49.3,,0,0,,,
0,10652,2,1,2,0,6,52,AGHS4,2,3,Yellow,NA,1,2.89,41.6,,0,0,,,
0,10653,2,1,2,0,6,53,AGHS4,2,3,Yellow,NA,0,3.51,52.7,,0,0,,,
0,10654,2,1,2,1,6,54,AGHS4,2,3,Yellow,NA,1,3.76,42.6,,0,0,,,
0,10655,2,1,2,1,6,55,AGHS8,7,3,White,NA,0,4.68,47.1,,0,0,,,
0,10656,2,1,2,0,6,56,AGHS8,7,3,White,NA,0,2.66,44.6,,0,0,,,
0,10657,2,1,2,0,6,57,AGHS8,7,3,White,NA,0,3.07,40.3,,0,0,,,
0,10658,2,1,2,0,6,58,AGHS8,7,3,White,NA,0,2.81,45.2,,0,0,,,
0,10659,2,1,2,0,6,59,AGHS8,7,3,White,NA,0,3.51,35.2,,0,0,,,
0,10660,2,1,2,0,6,60,AGHS8,7,3,White,NA,0,3.14,51.8,,0,0,,,
0,10661,2,1,2,0,6,61,AGHS8,7,3,White,NA,0,5.8,50.6,,0,0,,,
0,10662,2,1,2,1,6,62,AGHS8,7,3,White,NA,1,4.27,50.8,,0,0,,,
0,10663,2,1,2,1,6,63,AGHS2,5,3,Pink,NA,1,3.21,43.5,,0,0,,,
0,10664,2,1,2,0,6,64,AGHS2,5,3,Pink,NA,0,1.8,43.8,,0,0,,,
0,10665,2,1,2,0,6,65,AGHS2,5,3,Pink,NA,3,3.23,44.1,,0,0,,,
0,10666,2,1,2,0,6,66,AGHS2,5,3,Pink,NA,3,3.09,39.5,,0,0,,,
0,10667,2,1,2,0,6,67,AGHS2,5,3,Pink,NA,1,3.07,49.3,,0,0,,,
0,10668,2,1,2,0,6,68,AGHS2,5,3,Pink,NA,1,2.73,39.7,,0,0,,,
0,10669,2,1,2,0,6,69,AGHS2,5,3,Pink,NA,3,3.55,38.8,,0,0,,,
0,10670,2,1,2,1,6,70,AGHS2,5,3,Pink,NA,3,3.64,43.6,,0,0,,,
0,10731,2,1,2,1,7,31,AGHS3,1,1,Orange,NA,0,3.65,53.1,,0,0,,,
0,10732,2,1,2,0,7,32,AGHS3,1,1,Orange,NA,3,3.95,55.2,,0,0,,,
0,10733,2,1,2,0,7,33,AGHS3,1,1,Orange,NA,2,4.73,61.5,,0,0,,,
0,10734,2,1,2,0,7,34,AGHS3,1,1,Orange,NA,1,4.67,52.4,,0,0,,,
0,10735,2,1,2,0,7,35,AGHS3,1,1,Orange,NA,0,6.27,54.7,,0,0,,,
0,10736,2,1,2,0,7,36,AGHS3,1,1,Orange,NA,0,4.53,54.5,,0,0,,,
0,10737,2,1,2,0,7,37,AGHS3,1,1,Orange,NA,0,6.87,55.7,,0,0,,,
0,10738,2,1,2,1,7,38,AGHS3,1,1,Orange,NA,3,4.84,60.9,,0,0,,,
0,10739,2,1,2,1,7,39,AGHS4,2,1,Yellow,NA,0,6.32,44.2,,0,0,,,
0,10740,2,1,2,0,7,40,AGHS4,2,1,Yellow,NA,0,5.68,49,,0,0,,,
0,10741,2,1,2,0,7,41,AGHS4,2,1,Yellow,NA,1,4.53,36,,0,0,,,
0,10742,2,1,2,0,7,42,AGHS4,2,1,Yellow,NA,0,4.55,45.8,,0,0,,,
0,10743,2,1,2,0,7,43,AGHS4,2,1,Yellow,NA,1,3.69,36.3,,0,0,,,
0,10744,2,1,2,0,7,44,AGHS4,2,1,Yellow,NA,0,4.38,43,,0,0,,,
0,10745,2,1,2,0,7,45,AGHS4,2,1,Yellow,NA,1,5.18,42.6,,0,0,,,
0,10746,2,1,2,1,7,46,AGHS4,2,1,Yellow,NA,1,5.34,52.8,,0,0,,,
0,10747,2,1,2,1,7,47,AGHS1,6,1,Blue,NA,1,5.69,46.2,,0,0,,,
0,10748,2,1,2,0,7,48,AGHS1,6,1,Blue,NA,3,5.07,37.3,,0,0,,,
0,10749,2,1,2,0,7,49,AGHS1,6,1,Blue,NA,3,5.14,30.6,,0,0,,,
0,10750,2,1,2,0,7,50,AGHS1,6,1,Blue,NA,3,6.13,35.8,,0,0,,,
0,10751,2,1,2,0,7,51,AGHS1,6,1,Blue,NA,3,5.78,49.9,,0,0,,,
0,10752,2,1,2,0,7,52,AGHS1,6,1,Blue,NA,3,5.44,43.5,,0,0,,,
0,10753,2,1,2,0,7,53,AGHS1,6,1,Blue,NA,0,4.44,46.2,,0,0,,,
0,10754,2,1,2,1,7,54,AGHS1,6,1,Blue,NA,3,4.99,32.1,,0,0,,,
0,10755,2,1,2,1,7,55,AGHS2,5,1,Pink,NA,3,5.86,49.9,,0,0,,,
0,10756,2,1,2,0,7,56,AGHS2,5,1,Pink,NA,2,5.73,53.3,,0,0,,,
0,10757,2,1,2,0,7,57,AGHS2,5,1,Pink,NA,2,5.06,48,,0,0,,,
0,10758,2,1,2,0,7,58,AGHS2,5,1,Pink,NA,0,4.49,53.4,,0,0,,,
