Period,l.r.t,Study,Loc,Block,Border,Row,Tree,Fam,Geno,Herbicide,Flag,Leaf,Bud2.16,GLD,HT,SCORE,Sur,Mglory,WEED,WEED.COVER,WEED.T
1.1,11169,2,1,3,0,11,69,AGHS8,7,2,White,,,,52.7,2,0,,NA,40,NA
1.1,11170,2,1,3,1,11,70,AGHS8,7,2,White,,,,55.5,2,0,,NA,NA,NA
1.1,11231,2,1,3,1,12,31,AGHS3,1,3,Orange,,,,61.9,2,0,,NA,60,NA
1.1,11232,2,1,3,0,12,32,AGHS3,1,3,Orange,,,,70.7,2,0,,NA,NA,NA
1.1,11233,2,1,3,0,12,33,AGHS3,1,3,Orange,,,,64,2,0,,NA,NA,NA
1.1,11234,2,1,3,0,12,34,AGHS3,1,3,Orange,,,,70.4,2,0,,NA,40,NA
1.1,11235,2,1,3,0,12,35,AGHS3,1,3,Orange,,,,69.8,2,0,,NA,NA,NA
1.1,11236,2,1,3,0,12,36,AGHS3,1,3,Orange,,,,66.4,2,0,,NA,NA,NA
1.1,11237,2,1,3,0,12,37,AGHS3,1,3,Orange,,,,68.9,2,0,,NA,30,NA
1.1,11238,2,1,3,1,12,38,AGHS3,1,3,Orange,,,,65.5,2,0,,NA,NA,NA
1.1,11239,2,1,3,1,12,39,AGHS8,7,3,White,,,,64.6,2,0,,NA,40,NA
1.1,11240,2,1,3,0,12,40,AGHS8,7,3,White,,,,53.9,2,0,,NA,NA,NA
1.1,11241,2,1,3,0,12,41,AGHS8,7,3,White,,,,53.6,2,0,,NA,NA,NA
1.1,11242,2,1,3,0,12,42,AGHS8,7,3,White,,,,56.1,2,0,,NA,80,NA
1.1,11243,2,1,3,0,12,43,AGHS8,7,3,White,,,,59.1,2,0,,NA,NA,NA
1.1,11244,2,1,3,0,12,44,AGHS8,7,3,White,,,,64,2,0,,NA,NA,NA
1.1,11245,2,1,3,0,12,45,AGHS8,7,3,White,,,,57.3,2,0,,NA,40,NA
1.1,11246,2,1,3,1,12,46,AGHS8,7,3,White,,,,50.9,2,0,,NA,NA,NA
1.1,11247,2,1,3,1,12,47,AGHS4,2,3,Yellow,,,,60.4,2,0,,NA,20,NA
1.1,11248,2,1,3,0,12,48,AGHS4,2,3,Yellow,,,,61,2,0,,NA,NA,NA
1.1,11249,2,1,3,0,12,49,AGHS4,2,3,Yellow,,,,66.8,2,0,,NA,NA,NA
1.1,11250,2,1,3,0,12,50,AGHS4,2,3,Yellow,,,,62.5,2,0,,NA,10,NA
1.1,11251,2,1,3,0,12,51,AGHS4,2,3,Yellow,,,,63.1,2,0,,NA,NA,NA
1.1,11252,2,1,3,0,12,52,AGHS4,2,3,Yellow,,,,60.7,2,0,,NA,NA,NA
1.1,11253,2,1,3,0,12,53,AGHS4,2,3,Yellow,,,,55.5,2,0,,NA,10,NA
1.1,11254,2,1,3,1,12,54,AGHS4,2,3,Yellow,,,,33.5,2,0,,NA,NA,NA
1.1,11255,2,1,3,1,12,55,AGHS1,6,3,Blue,,,,50.3,2,0,,NA,40,NA
1.1,11256,2,1,3,0,12,56,AGHS1,6,3,Blue,,,,60,2,0,,NA,NA,NA
1.1,11257,2,1,3,0,12,57,AGHS1,6,3,Blue,,,,54.3,2,0,,NA,NA,NA
1.1,11258,2,1,3,0,12,58,AGHS1,6,3,Blue,,,,41.8,5,0,,NA,60,NA
1.1,11259,2,1,3,0,12,59,AGHS1,6,3,Blue,,,,50.3,3,0,,NA,NA,NA
1.1,11260,2,1,3,0,12,60,AGHS1,6,3,Blue,,,,44.8,2,0,,NA,NA,NA
1.1,11261,2,1,3,0,12,61,AGHS1,6,3,Blue,,,,53.6,2,0,,NA,70,NA
1.1,11262,2,1,3,1,12,62,AGHS1,6,3,Blue,,,,48.8,2,0,,NA,NA,NA
1.1,11263,2,1,3,1,12,63,AGHS2,5,3,Pink,,,,58.8,2,0,,NA,80,NA
1.1,11264,2,1,3,0,12,64,AGHS2,5,3,Pink,,,,64,2,0,,NA,NA,NA
1.1,11265,2,1,3,0,12,65,AGHS2,5,3,Pink,,,,64.3,2,0,,NA,NA,NA
1.1,11266,2,1,3,0,12,66,AGHS2,5,3,Pink,,,,61.6,2,0,,NA,60,NA
1.1,11267,2,1,3,0,12,67,AGHS2,5,3,Pink,,,,61,2,0,,NA,NA,NA
1.1,11268,2,1,3,0,12,68,AGHS2,5,3,Pink,,,,65.5,2,0,,NA,NA,NA
1.1,11269,2,1,3,0,12,69,AGHS2,5,3,Pink,,,,64.6,2,0,,NA,70,NA
1.1,11270,2,1,3,1,12,70,AGHS2,5,3,Pink,,,,67.1,2,0,,NA,NA,NA
1.1,11331,2,1,4,1,13,31,AGHS8,7,0,White,,,,63.1,2,0,,NA,100,NA
1.1,11332,2,1,4,0,13,32,AGHS8,7,0,White,,,,65.2,2,0,,NA,NA,NA
1.1,11333,2,1,4,0,13,33,AGHS8,7,0,White,,,,62.8,2,0,,NA,NA,NA
1.1,11334,2,1,4,0,13,34,AGHS8,7,0,White,,,,63.1,2,0,,NA,100,NA
1.1,11335,2,1,4,0,13,35,AGHS8,7,0,White,,,,58.5,2,0,,NA,NA,NA
1.1,11336,2,1,4,0,13,36,AGHS8,7,0,White,,,,56.1,2,0,,NA,NA,NA
1.1,11337,2,1,4,0,13,37,AGHS8,7,0,White,,,,60,2,0,,NA,100,NA
1.1,11338,2,1,4,1,13,38,AGHS8,7,0,White,,,,57.9,2,0,,NA,NA,NA
1.1,11339,2,1,4,1,13,39,AGHS4,2,0,Yellow,,,,69.2,2,0,,NA,100,NA
1.1,11340,2,1,4,0,13,40,AGHS4,2,0,Yellow,,,,71.6,2,0,,NA,NA,NA
1.1,11341,2,1,4,0,13,41,AGHS4,2,0,Yellow,,,,71,2,0,,NA,NA,NA
1.1,11342,2,1,4,0,13,42,AGHS4,2,0,Yellow,,,,64.6,2,0,,NA,100,NA
1.1,11343,2,1,4,0,13,43,AGHS4,2,0,Yellow,,,,69.2,2,0,,NA,NA,NA
1.1,11344,2,1,4,0,13,44,AGHS4,2,0,Yellow,,,,62.8,2,0,,NA,NA,NA
1.1,11345,2,1,4,0,13,45,AGHS4,2,0,Yellow,,,,61,2,0,,NA,100,NA
1.1,11346,2,1,4,1,13,46,AGHS4,2,0,Yellow,,,,61,2,0,,NA,NA,NA
1.1,11347,2,1,4,1,13,47,AGHS2,5,0,Pink,,,,56.4,2,0,,NA,90,NA
1.1,11348,2,1,4,0,13,48,AGHS2,5,0,Pink,,,,61,2,0,,NA,NA,NA
1.1,11349,2,1,4,0,13,49,AGHS2,5,0,Pink,,,,54.9,2,0,,NA,NA,NA
1.1,11350,2,1,4,0,13,50,AGHS2,5,0,Pink,,,,56.7,2,0,,NA,90,NA
1.1,11351,2,1,4,0,13,51,AGHS2,5,0,Pink,,,,57.9,2,0,,NA,NA,NA
1.1,11352,2,1,4,0,13,52,AGHS2,5,0,Pink,,,,55.5,2,0,,NA,NA,NA
1.1,11353,2,1,4,0,13,53,AGHS2,5,0,Pink,,,,60.4,2,0,,NA,100,NA
1.1,11354,2,1,4,1,13,54,AGHS2,5,0,Pink,,,,57.9,2,0,,NA,NA,NA
1.1,11355,2,1,4,1,13,55,AGHS3,1,0,Orange,,,,58.5,5,0,,NA,100,NA
1.1,11356,2,1,4,0,13,56,AGHS3,1,0,Orange,,,,66.4,2,0,,NA,NA,NA
1.1,11357,2,1,4,0,13,57,AGHS3,1,0,Orange,,,,70.1,2,0,,NA,NA,NA
1.1,11358,2,1,4,0,13,58,AGHS3,1,0,Orange,,,,64,2,0,,NA,100,NA
1.1,11359,2,1,4,0,13,59,AGHS3,1,0,Orange,,,,60.7,2,0,,NA,NA,NA
1.1,11360,2,1,4,0,13,60,AGHS3,1,0,Orange,,,,69.5,2,0,,NA,NA,NA
1.1,11361,2,1,4,0,13,61,AGHS3,1,0,Orange,,,,69.8,2,0,,NA,100,NA
1.1,11362,2,1,4,1,13,62,AGHS3,1,0,Orange,,,,68.3,2,0,,NA,NA,NA
1.1,11363,2,1,4,1,13,63,AGHS1,6,0,Blue,,,,54.9,2,0,,NA,100,NA
1.1,11364,2,1,4,0,13,64,AGHS1,6,0,Blue,,,,61,2,0,,NA,NA,NA
1.1,11365,2,1,4,0,13,65,AGHS1,6,0,Blue,,,,61,2,0,,NA,NA,NA
1.1,11366,2,1,4,0,13,66,AGHS1,6,0,Blue,,,,67.7,2,0,,NA,100,NA
1.1,11367,2,1,4,0,13,67,AGHS1,6,0,Blue,,,,56.4,2,0,,NA,NA,NA
1.1,11368,2,1,4,0,13,68,AGHS1,6,0,Blue,,,,71.3,2,0,,NA,NA,NA
1.1,11369,2,1,4,0,13,69,AGHS1,6,0,Blue,,,,64.9,2,0,,NA,100,NA
1.1,11370,2,1,4,1,13,70,AGHS1,6,0,Blue,,,,65.2,2,0,,NA,NA,NA
1.1,11431,2,1,4,1,14,31,AGHS8,7,2,White,,,,55.5,2,0,,NA,90,NA
1.1,11432,2,1,4,0,14,32,AGHS8,7,2,White,,,,61,2,0,,NA,NA,NA
1.1,11433,2,1,4,0,14,33,AGHS8,7,2,White,,,,56.1,2,0,,NA,NA,NA
1.1,11434,2,1,4,0,14,34,AGHS8,7,2,White,,,,56.1,10,0,,NA,90,NA
1.1,11435,2,1,4,0,14,35,AGHS8,7,2,White,,,,63.7,4,0,,NA,NA,NA
1.1,11436,2,1,4,0,14,36,AGHS8,7,2,White,,,,59.1,4,0,,NA,NA,NA
1.1,11437,2,1,4,0,14,37,AGHS8,7,2,White,,,,59.7,2,0,,NA,80,NA
1.1,11438,2,1,4,1,14,38,AGHS8,7,2,White,,,,52.7,4,0,,NA,NA,NA
1.1,11439,2,1,4,1,14,39,AGHS2,5,2,Pink,,,,63.4,2,0,,NA,100,NA
1.1,11440,2,1,4,0,14,40,AGHS2,5,2,Pink,,,,61,2,0,,NA,NA,NA
1.1,11441,2,1,4,0,14,41,AGHS2,5,2,Pink,,,,65.2,2,0,,NA,NA,NA
1.1,11442,2,1,4,0,14,42,AGHS2,5,2,Pink,,,,60.4,2,0,,NA,90,NA
1.1,11443,2,1,4,0,14,43,AGHS2,5,2,Pink,,,,62.5,2,0,,NA,NA,NA
1.1,11444,2,1,4,0,14,44,AGHS2,5,2,Pink,,,,58.8,2,0,,NA,NA,NA
1.1,11445,2,1,4,0,14,45,AGHS2,5,2,Pink,,,,54.3,2,0,,NA,80,NA
1.1,11446,2,1,4,1,14,46,AGHS2,5,2,Pink,,,,54.9,2,0,,NA,NA,NA
1.1,11447,2,1,4,1,14,47,AGHS3,1,2,Orange,,,,57.6,2,0,,NA,70,NA
1.1,11448,2,1,4,0,14,48,AGHS3,1,2,Orange,,,,65.8,2,0,,NA,NA,NA
1.1,11449,2,1,4,0,14,49,AGHS3,1,2,Orange,,,,58.5,2,0,,NA,NA,NA
1.1,11450,2,1,4,0,14,50,AGHS3,1,2,Orange,,,,67.4,5,0,,NA,60,NA
1.1,11451,2,1,4,0,14,51,AGHS3,1,2,Orange,,,,67.7,2,0,,NA,NA,NA
1.1,11452,2,1,4,0,14,52,AGHS3,1,2,Orange,,,,70.7,2,0,,NA,NA,NA
1.1,11453,2,1,4,0,14,53,AGHS3,1,2,Orange,,,,69.5,2,0,,NA,80,NA
1.1,11454,2,1,4,1,14,54,AGHS3,1,2,Orange,,,,57.9,2,0,,NA,NA,NA
1.1,11455,2,1,4,1,14,55,AGHS1,6,2,Blue,,,,62.8,2,0,,NA,60,NA
1.1,11456,2,1,4,0,14,56,AGHS1,6,2,Blue,,,,52.7,2,0,,NA,NA,NA
1.1,11457,2,1,4,0,14,57,AGHS1,6,2,Blue,,,,55.5,2,0,,NA,NA,NA
1.1,11458,2,1,4,0,14,58,AGHS1,6,2,Blue,,,,65.2,2,0,,NA,90,NA
1.1,11459,2,1,4,0,14,59,AGHS1,6,2,Blue,,,,57.9,2,0,,NA,NA,NA
1.1,11460,2,1,4,0,14,60,AGHS1,6,2,Blue,,,,64.9,2,0,,NA,NA,NA
1.1,11461,2,1,4,0,14,61,AGHS1,6,2,Blue,,,,62.8,2,0,,NA,80,NA
1.1,11462,2,1,4,1,14,62,AGHS1,6,2,Blue,,,,68.6,2,0,,NA,NA,NA
1.1,11463,2,1,4,1,14,63,AGHS4,2,2,Yellow,,,,61.6,2,0,,NA,60,NA
1.1,11464,2,1,4,0,14,64,AGHS4,2,2,Yellow,,,,60.7,2,0,,NA,NA,NA
1.1,11465,2,1,4,0,14,65,AGHS4,2,2,Yellow,,,,61,2,0,,NA,NA,NA
1.1,11466,2,1,4,0,14,66,AGHS4,2,2,Yellow,,,,71,2,0,,NA,90,NA
1.1,11467,2,1,4,0,14,67,AGHS4,2,2,Yellow,,,,68,2,0,,NA,NA,NA
1.1,11468,2,1,4,0,14,68,AGHS4,2,2,Yellow,,,,62.8,2,0,,NA,NA,NA
1.1,11469,2,1,4,0,14,69,AGHS4,2,2,Yellow,,,,61.3,2,0,,NA,80,NA
1.1,11470,2,1,4,1,14,70,AGHS4,2,2,Yellow,,,,63.1,2,0,,NA,NA,NA
1.1,11531,2,1,4,1,15,31,AGHS3,1,1,Orange,,,,66.4,2,0,,NA,5,NA
1.1,11532,2,1,4,0,15,32,AGHS3,1,1,Orange,,,,58.2,2,0,,NA,NA,NA
1.1,11533,2,1,4,0,15,33,AGHS3,1,1,Orange,,,,66.1,2,0,,NA,NA,NA
1.1,11534,2,1,4,0,15,34,AGHS3,1,1,Orange,,,,59.4,6,0,,NA,5,NA
1.1,11535,2,1,4,0,15,35,AGHS3,1,1,Orange,,,,64,2,0,,NA,NA,NA
1.1,11536,2,1,4,0,15,36,AGHS3,1,1,Orange,,,,74.4,2,0,,NA,NA,NA
1.1,11537,2,1,4,0,15,37,AGHS3,1,1,Orange,,,,71.6,2,0,,NA,30,NA
1.1,11538,2,1,4,1,15,38,AGHS3,1,1,Orange,,,,62.2,2,0,,NA,NA,NA
1.1,11539,2,1,4,1,15,39,AGHS2,5,1,Pink,,,,44.5,2,0,,NA,10,NA
1.1,11540,2,1,4,0,15,40,AGHS2,5,1,Pink,,,,54.9,2,0,,NA,NA,NA
1.1,11541,2,1,4,0,15,41,AGHS2,5,1,Pink,,,,51.8,2,0,,NA,NA,NA
1.1,11542,2,1,4,0,15,42,AGHS2,5,1,Pink,,,,58.2,2,0,,NA,20,NA
1.1,11543,2,1,4,0,15,43,AGHS2,5,1,Pink,,,,53.6,2,0,,NA,NA,NA
1.1,11544,2,1,4,0,15,44,AGHS2,5,1,Pink,,,,57.3,2,0,,NA,NA,NA
1.1,11545,2,1,4,0,15,45,AGHS2,5,1,Pink,,,,52.4,2,0,,NA,40,NA
1.1,11546,2,1,4,1,15,46,AGHS2,5,1,Pink,,,,49.4,2,0,,NA,NA,NA
1.1,11547,2,1,4,1,15,47,AGHS4,2,1,Yellow,,,,53.9,2,0,,NA,10,NA
1.1,11548,2,1,4,0,15,48,AGHS4,2,1,Yellow,,,,63.1,2,0,,NA,NA,NA
1.1,11549,2,1,4,0,15,49,AGHS4,2,1,Yellow,,,,61.3,2,0,,NA,NA,NA
1.1,11550,2,1,4,0,15,50,AGHS4,2,1,Yellow,,,,54.3,2,0,,NA,40,NA
1.1,11551,2,1,4,0,15,51,AGHS4,2,1,Yellow,,,,58.8,2,0,,NA,NA,NA
1.1,11552,2,1,4,0,15,52,AGHS4,2,1,Yellow,,,,64.6,2,0,,NA,NA,NA
1.1,11553,2,1,4,0,15,53,AGHS4,2,1,Yellow,,,,67.1,2,0,,NA,30,NA
1.1,11554,2,1,4,1,15,54,AGHS4,2,1,Yellow,,,,64,2,0,,NA,NA,NA
1.1,11555,2,1,4,1,15,55,AGHS1,6,1,Blue,,,,48.5,2,0,,NA,40,NA
1.1,11556,2,1,4,0,15,56,AGHS1,6,1,Blue,,,,40.8,2,0,,NA,NA,NA
1.1,11557,2,1,4,0,15,57,AGHS1,6,1,Blue,,,,56.1,2,0,,NA,NA,NA
1.1,11558,2,1,4,0,15,58,AGHS1,6,1,Blue,,,,45.7,5,0,,NA,30,NA
1.1,11559,2,1,4,0,15,59,AGHS1,6,1,Blue,,,,54.3,2,0,,NA,NA,NA
1.1,11560,2,1,4,0,15,60,AGHS1,6,1,Blue,,,,44.5,2,0,,NA,NA,NA
1.1,11561,2,1,4,0,15,61,AGHS1,6,1,Blue,,,,59.7,2,0,,NA,40,NA
1.1,11562,2,1,4,1,15,62,AGHS1,6,1,Blue,,,,53,2,0,,NA,NA,NA
1.1,11563,2,1,4,1,15,63,AGHS8,7,1,White,,,,51.8,2,0,,NA,20,NA
1.1,11564,2,1,4,0,15,64,AGHS8,7,1,White,,,,60.7,2,0,,NA,NA,NA
1.1,11565,2,1,4,0,15,65,AGHS8,7,1,White,,,,61,2,0,,NA,NA,NA
1.1,11566,2,1,4,0,15,66,AGHS8,7,1,White,,,,57,2,0,,NA,30,NA
1.1,11567,2,1,4,0,15,67,AGHS8,7,1,White,,,,52.4,2,0,,NA,NA,NA
1.1,11568,2,1,4,0,15,68,AGHS8,7,1,White,,,,50,2,0,,NA,NA,NA
1.1,11569,2,1,4,0,15,69,AGHS8,7,1,White,,,,53.3,2,0,,NA,60,NA
1.1,11570,2,1,4,1,15,70,AGHS8,7,1,White,,,,57,2,0,,NA,NA,NA
1.1,11631,2,1,4,1,16,31,AGHS3,1,3,Orange,,,,61,2,0,,NA,5,NA
1.1,11632,2,1,4,0,16,32,AGHS3,1,3,Orange,,,,57.6,2,0,,NA,NA,NA
1.1,11633,2,1,4,0,16,33,AGHS3,1,3,Orange,,,,53.3,2,0,,NA,NA,NA
1.1,11634,2,1,4,0,16,34,AGHS3,1,3,Orange,,,,71.9,2,0,,NA,70,NA
1.1,11635,2,1,4,0,16,35,AGHS3,1,3,Orange,,,,56.4,2,0,,NA,NA,NA
1.1,11636,2,1,4,0,16,36,AGHS3,1,3,Orange,,,,57.9,2,0,,NA,NA,NA
1.1,11637,2,1,4,0,16,37,AGHS3,1,3,Orange,,,,64,2,0,,NA,20,NA
1.1,11638,2,1,4,1,16,38,AGHS3,1,3,Orange,,,,68.9,2,0,,NA,NA,NA
1.1,11639,2,1,4,1,16,39,AGHS2,5,3,Pink,,,,52.1,2,0,,NA,10,NA
1.1,11640,2,1,4,0,16,40,AGHS2,5,3,Pink,,,,62.5,2,0,,NA,NA,NA
1.1,11641,2,1,4,0,16,41,AGHS2,5,3,Pink,,,,51.2,2,0,,NA,NA,NA
1.1,11642,2,1,4,0,16,42,AGHS2,5,3,Pink,,,,54.6,2,0,,NA,10,NA
1.1,11643,2,1,4,0,16,43,AGHS2,5,3,Pink,,,,48.8,2,0,,NA,NA,NA
1.1,11644,2,1,4,0,16,44,AGHS2,5,3,Pink,,,,53.9,2,0,,NA,NA,NA
1.1,11645,2,1,4,0,16,45,AGHS2,5,3,Pink,,,,53,2,0,,NA,5,NA
1.1,11646,2,1,4,1,16,46,AGHS2,5,3,Pink,,,,49.4,2,0,,NA,NA,NA
1.1,11647,2,1,4,1,16,47,AGHS8,7,3,White,,,,52.7,2,0,,NA,20,NA
1.1,11648,2,1,4,0,16,48,AGHS8,7,3,White,,,,53,2,0,,NA,NA,NA
1.1,11649,2,1,4,0,16,49,AGHS8,7,3,White,,,,53.6,2,0,,NA,NA,NA
1.1,11650,2,1,4,0,16,50,AGHS8,7,3,White,,,,57,2,0,,NA,10,NA
1.1,11651,2,1,4,0,16,51,AGHS8,7,3,White,,,,51.8,2,0,,NA,NA,NA
1.1,11652,2,1,4,0,16,52,AGHS8,7,3,White,,,,56.1,2,0,,NA,NA,NA
1.1,11653,2,1,4,0,16,53,AGHS8,7,3,White,,,,46.9,2,0,,NA,5,NA
1.1,11654,2,1,4,1,16,54,AGHS8,7,3,White,,,,51.8,2,0,,NA,NA,NA
1.1,11655,2,1,4,1,16,55,AGHS4,2,3,Yellow,,,,63.1,2,0,,NA,5,NA
1.1,11656,2,1,4,0,16,56,AGHS4,2,3,Yellow,,,,61,2,0,,NA,NA,NA
1.1,11657,2,1,4,0,16,57,AGHS4,2,3,Yellow,,,,56.4,2,0,,NA,NA,NA
1.1,11658,2,1,4,0,16,58,AGHS4,2,3,Yellow,,,,43.9,2,0,,NA,5,NA
1.1,11659,2,1,4,0,16,59,AGHS4,2,3,Yellow,,,,59.7,2,0,,NA,NA,NA
1.1,11660,2,1,4,0,16,60,AGHS4,2,3,Yellow,,,,55.5,2,0,,NA,NA,NA
1.1,11661,2,1,4,0,16,61,AGHS4,2,3,Yellow,,,,44.2,4,0,,NA,5,NA
1.1,11662,2,1,4,1,16,62,AGHS4,2,3,Yellow,,,,42.7,2,0,,NA,NA,NA
1.1,11663,2,1,4,1,16,63,AGHS1,6,3,Blue,,,,46.6,2,0,,NA,10,NA
1.1,11664,2,1,4,0,16,64,AGHS1,6,3,Blue,,,,55.5,2,0,,NA,NA,NA
1.1,11665,2,1,4,0,16,65,AGHS1,6,3,Blue,,,,39.6,2,0,,NA,NA,NA
1.1,11666,2,1,4,0,16,66,AGHS1,6,3,Blue,,,,60.7,2,0,,NA,30,NA
1.1,11667,2,1,4,0,16,67,AGHS1,6,3,Blue,,,,41.8,2,0,,NA,NA,NA
1.1,11668,2,1,4,0,16,68,AGHS1,6,3,Blue,,,,62.8,2,0,,NA,NA,NA
1.1,11669,2,1,4,0,16,69,AGHS1,6,3,Blue,,,,46.6,2,0,,NA,10,NA
1.1,11670,2,1,4,1,16,70,AGHS1,6,3,Blue,,,,54.9,2,0,,NA,NA,NA
1.1,11731,2,1,5,1,17,31,AGHS1,6,3,Blue,,,,50.9,2,0,,NA,80,NA
1.1,11732,2,1,5,0,17,32,AGHS1,6,3,Blue,,,,51.2,2,0,,NA,NA,NA
1.1,11733,2,1,5,0,17,33,AGHS1,6,3,Blue,,,,75.9,2,0,,NA,NA,NA
1.1,11734,2,1,5,0,17,34,AGHS1,6,3,Blue,,,,56.1,2,0,,NA,70,NA
1.1,11735,2,1,5,0,17,35,AGHS1,6,3,Blue,,,,55.8,2,0,,NA,NA,NA
1.1,11736,2,1,5,0,17,36,AGHS1,6,3,Blue,,,,53.6,2,0,,NA,NA,NA
1.1,11737,2,1,5,0,17,37,AGHS1,6,3,Blue,,,,73.8,2,0,,NA,70,NA
1.1,11738,2,1,5,1,17,38,AGHS1,6,3,Blue,,,,63.1,2,0,,NA,NA,NA
1.1,11739,2,1,5,1,17,39,AGHS2,5,3,Pink,,,,53.9,2,0,,NA,60,NA
1.1,11740,2,1,5,0,17,40,AGHS2,5,3,Pink,,,,73.2,2,0,,NA,NA,NA
1.1,11741,2,1,5,0,17,41,AGHS2,5,3,Pink,,,,65.5,2,0,,NA,NA,NA
1.1,11742,2,1,5,0,17,42,AGHS2,5,3,Pink,,,,64.6,2,0,,NA,80,NA
1.1,11743,2,1,5,0,17,43,AGHS2,5,3,Pink,,,,67.1,2,0,,NA,NA,NA
1.1,11744,2,1,5,0,17,44,AGHS2,5,3,Pink,,,,63.4,2,0,,NA,NA,NA
1.1,11745,2,1,5,0,17,45,AGHS2,5,3,Pink,,,,54.3,2,0,,NA,40,NA
1.1,11746,2,1,5,1,17,46,AGHS2,5,3,Pink,,,,54.9,2,0,,NA,NA,NA
1.1,11747,2,1,5,1,17,47,AGHS3,1,3,Orange,,,,67.1,2,0,,NA,40,NA
1.1,11748,2,1,5,0,17,48,AGHS3,1,3,Orange,,,,57.3,2,0,,NA,NA,NA
1.1,11749,2,1,5,0,17,49,AGHS3,1,3,Orange,,,,54.9,2,0,,NA,NA,NA
1.1,11750,2,1,5,0,17,50,AGHS3,1,3,Orange,,,,71,2,0,,NA,100,NA
1.1,11751,2,1,5,0,17,51,AGHS3,1,3,Orange,,,,60,2,0,,NA,NA,NA
1.1,11752,2,1,5,0,17,52,AGHS3,1,3,Orange,,,,61.6,2,0,,NA,NA,NA
1.1,11753,2,1,5,0,17,53,AGHS3,1,3,Orange,,,,66.4,2,0,,NA,70,NA
1.1,11754,2,1,5,1,17,54,AGHS3,1,3,Orange,,,,68.3,5,0,,NA,NA,NA
1.1,11755,2,1,5,1,17,55,AGHS8,7,3,White,,,,53.9,2,0,,NA,40,NA
1.1,11756,2,1,5,0,17,56,AGHS8,7,3,White,,,,54.9,2,0,,NA,NA,NA
1.1,11757,2,1,5,0,17,57,AGHS8,7,3,White,,,,61,2,0,,NA,NA,NA
1.1,11758,2,1,5,0,17,58,AGHS8,7,3,White,,,,64,2,0,,NA,80,NA
1.1,11759,2,1,5,0,17,59,AGHS8,7,3,White,,,,47.2,2,0,,NA,NA,NA
1.1,11760,2,1,5,0,17,60,AGHS8,7,3,White,,,,51.8,2,0,,NA,NA,NA
1.1,11761,2,1,5,0,17,61,AGHS8,7,3,White,,,,66.1,2,0,,NA,40,NA
1.1,11762,2,1,5,1,17,62,AGHS8,7,3,White,,,,61,2,0,,NA,NA,NA
1.1,11763,2,1,5,1,17,63,AGHS4,2,3,Yellow,,,,66.1,2,0,,NA,60,NA
1.1,11764,2,1,5,0,17,64,AGHS4,2,3,Yellow,,,,70.4,2,0,,NA,NA,NA
1.1,11765,2,1,5,0,17,65,AGHS4,2,3,Yellow,,,,63.4,2,0,,NA,NA,NA
1.1,11766,2,1,5,0,17,66,AGHS4,2,3,Yellow,,,,64.9,2,0,,NA,80,NA
1.1,11767,2,1,5,0,17,67,AGHS4,2,3,Yellow,,,,55.5,2,0,,NA,NA,NA
1.1,11768,2,1,5,0,17,68,AGHS4,2,3,Yellow,,,,56.1,2,0,,NA,NA,NA
1.1,11769,2,1,5,0,17,69,AGHS4,2,3,Yellow,,,,60.4,2,0,,NA,70,NA
1.1,11770,2,1,5,1,17,70,AGHS4,2,3,Yellow,,,,70.1,2,0,,NA,NA,NA
1.1,11831,2,1,5,1,18,31,AGHS8,7,0,White,,,,57.3,2,0,,NA,100,NA
1.1,11832,2,1,5,0,18,32,AGHS8,7,0,White,,,,48.8,2,0,,NA,NA,NA
1.1,11833,2,1,5,0,18,33,AGHS8,7,0,White,,,,58.5,2,0,,NA,NA,NA
1.1,11834,2,1,5,0,18,34,AGHS8,7,0,White,,,,54.3,2,0,,NA,100,NA
1.1,11835,2,1,5,0,18,35,AGHS8,7,0,White,,,,57.3,2,0,,NA,NA,NA
1.1,11836,2,1,5,0,18,36,AGHS8,7,0,White,,,,58.5,2,0,,NA,NA,NA
1.1,11837,2,1,5,0,18,37,AGHS8,7,0,White,,,,59.1,2,0,,NA,100,NA
1.1,11838,2,1,5,1,18,38,AGHS8,7,0,White,,,,59.4,2,0,,NA,NA,NA
1.1,11839,2,1,5,1,18,39,AGHS3,1,0,Orange,,,,69.5,2,0,,NA,100,NA
1.1,11840,2,1,5,0,18,40,AGHS3,1,0,Orange,,,,76.5,2,0,,NA,NA,NA
1.1,11841,2,1,5,0,18,41,AGHS3,1,0,Orange,,,,74.4,2,0,,NA,NA,NA
1.1,11842,2,1,5,0,18,42,AGHS3,1,0,Orange,,,,69.2,2,0,,NA,100,NA
1.1,11843,2,1,5,0,18,43,AGHS3,1,0,Orange,,,,77.7,2,0,,NA,NA,NA
1.1,11844,2,1,5,0,18,44,AGHS3,1,0,Orange,,,,68.9,2,0,,NA,NA,NA
1.1,11845,2,1,5,0,18,45,AGHS3,1,0,Orange,,,,65.5,2,0,,NA,100,NA
1.1,11846,2,1,5,1,18,46,AGHS3,1,0,Orange,,,,61,2,0,,NA,NA,NA
1.1,11847,2,1,5,1,18,47,AGHS2,5,0,Pink,,,,63.1,2,0,,NA,100,NA
1.1,11848,2,1,5,0,18,48,AGHS2,5,0,Pink,,,,56.4,2,0,,NA,NA,NA
1.1,11849,2,1,5,0,18,49,AGHS2,5,0,Pink,,,,52.7,2,0,,NA,NA,NA
