period,l.r.t,study,loc,block,border,row,tree,fam,geno,herb,flag,leaf,bud2-16,score
1,20533,2,2,2,1,5,33,AGHS2,5,0,Yellow,,,2
1,20534,2,2,2,0,5,34,AGHS2,5,0,Yellow,,,2
1,20535,2,2,2,0,5,35,AGHS2,5,0,Yellow,,,2
1,20536,2,2,2,0,5,36,AGHS2,5,0,Yellow,,,2
1,20537,2,2,2,0,5,37,AGHS2,5,0,Yellow,,,2
1,20538,2,2,2,0,5,38,AGHS2,5,0,Yellow,,,2
1,20539,2,2,2,0,5,39,AGHS2,5,0,Yellow,,,2
1,20540,2,2,2,1,5,40,AGHS2,5,0,Yellow,,,2
1,20601,2,2,2,1,6,1,AGHS2,5,1,Yellow,,,2
1,20602,2,2,2,0,6,2,AGHS2,5,1,Yellow,,,2
1,20603,2,2,2,0,6,3,AGHS2,5,1,Yellow,,,2
1,20604,2,2,2,0,6,4,AGHS2,5,1,Yellow,,,2
1,20605,2,2,2,0,6,5,AGHS2,5,1,Yellow,,,2
1,20606,2,2,2,0,6,6,AGHS2,5,1,Yellow,,,2
1,20607,2,2,2,0,6,7,AGHS2,5,1,Yellow,,,2
1,20608,2,2,2,1,6,8,AGHS2,5,1,Yellow,,,9
1,20609,2,2,2,1,6,9,AGHS3,1,1,Blue,,,9
1,20610,2,2,2,0,6,10,AGHS3,1,1,Blue,,,9
1,20611,2,2,2,0,6,11,AGHS3,1,1,Blue,,,10
1,20612,2,2,2,0,6,12,AGHS3,1,1,Blue,,,10
1,20613,2,2,2,0,6,13,AGHS3,1,1,Blue,,,2
1,20614,2,2,2,0,6,14,AGHS3,1,1,Blue,,,2
1,20615,2,2,2,0,6,15,AGHS3,1,1,Blue,,,2
1,20616,2,2,2,1,6,16,AGHS3,1,1,Blue,,,2
1,20617,2,2,2,1,6,17,AGHS1,6,1,Pink,,,2
1,20618,2,2,2,0,6,18,AGHS1,6,1,Pink,,,2
1,20619,2,2,2,0,6,19,AGHS1,6,1,Pink,,,2
1,20620,2,2,2,0,6,20,AGHS1,6,1,Pink,,,2
1,20621,2,2,2,0,6,21,AGHS1,6,1,Pink,,,2
1,20622,2,2,2,0,6,22,AGHS1,6,1,Pink,,,2
1,20623,2,2,2,0,6,23,AGHS1,6,1,Pink,,,2
1,20624,2,2,2,1,6,24,AGHS1,6,1,Pink,,,2
1,20625,2,2,2,1,6,25,AGHS4,2,1,Orange,,,2
1,20626,2,2,2,0,6,26,AGHS4,2,1,Orange,,,2
1,20627,2,2,2,0,6,27,AGHS4,2,1,Orange,,,2
1,20628,2,2,2,0,6,28,AGHS4,2,1,Orange,,,2
1,20629,2,2,2,0,6,29,AGHS4,2,1,Orange,,,2
1,20630,2,2,2,0,6,30,AGHS4,2,1,Orange,,,2
1,20631,2,2,2,0,6,31,AGHS4,2,1,Orange,,,2
1,20632,2,2,2,1,6,32,AGHS4,2,1,Orange,,,2
1,20633,2,2,2,1,6,33,AGHS8,7,1,White,,,2
1,20634,2,2,2,0,6,34,AGHS8,7,1,White,,,2
1,20635,2,2,2,0,6,35,AGHS8,7,1,White,,,2
1,20636,2,2,2,0,6,36,AGHS8,7,1,White,,,2
1,20637,2,2,2,0,6,37,AGHS8,7,1,White,,,2
1,20638,2,2,2,0,6,38,AGHS8,7,1,White,,,2
1,20639,2,2,2,0,6,39,AGHS8,7,1,White,,,2
1,20640,2,2,2,1,6,40,AGHS8,7,1,White,,,2
1,20701,2,2,2,1,7,1,AGHS8,7,0,White,,,2
1,20702,2,2,2,0,7,2,AGHS8,7,0,White,,,2
1,20703,2,2,2,0,7,3,AGHS8,7,0,White,,,2
1,20704,2,2,2,0,7,4,AGHS8,7,0,White,,,2
1,20705,2,2,2,0,7,5,AGHS8,7,0,White,,,2
1,20706,2,2,2,0,7,6,AGHS8,7,0,White,,,2
1,20707,2,2,2,0,7,7,AGHS8,7,0,White,,,2
1,20708,2,2,2,1,7,8,AGHS8,7,0,White,,,9
1,20709,2,2,2,1,7,9,AGHS2,5,0,Yellow,,,2
1,20710,2,2,2,0,7,10,AGHS2,5,0,Yellow,,,9
1,20711,2,2,2,0,7,11,AGHS2,5,0,Yellow,,,2
1,20712,2,2,2,0,7,12,AGHS2,5,0,Yellow,,,8
1,20713,2,2,2,0,7,13,AGHS2,5,0,Yellow,,,8
1,20714,2,2,2,0,7,14,AGHS2,5,0,Yellow,,,8
1,20715,2,2,2,0,7,15,AGHS2,5,0,Yellow,,,7
1,20716,2,2,2,1,7,16,AGHS2,5,0,Yellow,,,2
1,20717,2,2,2,1,7,17,AGHS3,1,0,Blue,,,2
1,20718,2,2,2,0,7,18,AGHS3,1,0,Blue,,,2
1,20719,2,2,2,0,7,19,AGHS3,1,0,Blue,,,2
1,20720,2,2,2,0,7,20,AGHS3,1,0,Blue,,,9
1,20721,2,2,2,0,7,21,AGHS3,1,0,Blue,,,2
1,20722,2,2,2,0,7,22,AGHS3,1,0,Blue,,,3
1,20723,2,2,2,0,7,23,AGHS3,1,0,Blue,,,2
1,20724,2,2,2,1,7,24,AGHS3,1,0,Blue,,,2
1,20725,2,2,2,1,7,25,AGHS4,2,0,Orange,,,2
1,20726,2,2,2,0,7,26,AGHS4,2,0,Orange,,,2
1,20727,2,2,2,0,7,27,AGHS4,2,0,Orange,,,2
1,20728,2,2,2,0,7,28,AGHS4,2,0,Orange,,,2
1,20729,2,2,2,0,7,29,AGHS4,2,0,Orange,,,2
1,20730,2,2,2,0,7,30,AGHS4,2,0,Orange,,,2
1,20731,2,2,2,0,7,31,AGHS4,2,0,Orange,,,2
1,20732,2,2,2,1,7,32,AGHS4,2,0,Orange,,,2
1,20733,2,2,2,1,7,33,AGHS1,6,0,Pink,,,2
1,20734,2,2,2,0,7,34,AGHS1,6,0,Pink,,,3
1,20735,2,2,2,0,7,35,AGHS1,6,0,Pink,,,10
1,20736,2,2,2,0,7,36,AGHS1,6,0,Pink,,,2
1,20737,2,2,2,0,7,37,AGHS1,6,0,Pink,,,2
1,20738,2,2,2,0,7,38,AGHS1,6,0,Pink,,,2
1,20739,2,2,2,0,7,39,AGHS1,6,0,Pink,,,2
1,20740,2,2,2,1,7,40,AGHS1,6,0,Pink,,,2
1,20801,2,2,2,1,8,1,AGHS2,5,3,Yellow,,,2
1,20802,2,2,2,0,8,2,AGHS2,5,3,Yellow,,,2
1,20803,2,2,2,0,8,3,AGHS2,5,3,Yellow,,,2
1,20804,2,2,2,0,8,4,AGHS2,5,3,Yellow,,,2
1,20805,2,2,2,0,8,5,AGHS2,5,3,Yellow,,,2
1,20806,2,2,2,0,8,6,AGHS2,5,3,Yellow,,,2
1,20807,2,2,2,0,8,7,AGHS2,5,3,Yellow,,,2
1,20808,2,2,2,1,8,8,AGHS2,5,3,Yellow,,,2
1,20809,2,2,2,1,8,9,AGHS3,1,3,Blue,,,7
1,20810,2,2,2,0,8,10,AGHS3,1,3,Blue,,,2
1,20811,2,2,2,0,8,11,AGHS3,1,3,Blue,,,9
1,20812,2,2,2,0,8,12,AGHS3,1,3,Blue,,,2
1,20813,2,2,2,0,8,13,AGHS3,1,3,Blue,,,9
1,20814,2,2,2,0,8,14,AGHS3,1,3,Blue,,,2
1,20815,2,2,2,0,8,15,AGHS3,1,3,Blue,,,2
1,20816,2,2,2,1,8,16,AGHS3,1,3,Blue,,,9
1,20817,2,2,2,1,8,17,AGHS4,2,3,Orange,,,2
1,20818,2,2,2,0,8,18,AGHS4,2,3,Orange,,,2
1,20819,2,2,2,0,8,19,AGHS4,2,3,Orange,,,2
1,20820,2,2,2,0,8,20,AGHS4,2,3,Orange,,,2
1,20821,2,2,2,0,8,21,AGHS4,2,3,Orange,,,9
1,20822,2,2,2,0,8,22,AGHS4,2,3,Orange,,,2
1,20823,2,2,2,0,8,23,AGHS4,2,3,Orange,,,2
1,20824,2,2,2,1,8,24,AGHS4,2,3,Orange,,,2
1,20825,2,2,2,1,8,25,AGHS8,7,3,White,,,2
1,20826,2,2,2,0,8,26,AGHS8,7,3,White,,,2
1,20827,2,2,2,0,8,27,AGHS8,7,3,White,,,2
1,20828,2,2,2,0,8,28,AGHS8,7,3,White,,,2
1,20829,2,2,2,0,8,29,AGHS8,7,3,White,,,2
1,20830,2,2,2,0,8,30,AGHS8,7,3,White,,,3
1,20831,2,2,2,0,8,31,AGHS8,7,3,White,,,2
1,20832,2,2,2,1,8,32,AGHS8,7,3,White,,,2
1,20833,2,2,2,1,8,33,AGHS1,6,3,Pink,,,3
1,20834,2,2,2,0,8,34,AGHS1,6,3,Pink,,,2
1,20835,2,2,2,0,8,35,AGHS1,6,3,Pink,,,10
1,20836,2,2,2,0,8,36,AGHS1,6,3,Pink,,,2
1,20837,2,2,2,0,8,37,AGHS1,6,3,Pink,,,2
1,20838,2,2,2,0,8,38,AGHS1,6,3,Pink,,,2
1,20839,2,2,2,0,8,39,AGHS1,6,3,Pink,,,2
1,20840,2,2,2,1,8,40,AGHS1,6,3,Pink,,,2
1,20901,2,2,3,1,9,1,AGHS1,6,0,Pink,,,2
1,20902,2,2,3,0,9,2,AGHS1,6,0,Pink,,,10
1,20903,2,2,3,0,9,3,AGHS1,6,0,Pink,,,2
1,20904,2,2,3,0,9,4,AGHS1,6,0,Pink,,,2
1,20905,2,2,3,0,9,5,AGHS1,6,0,Pink,,,2
1,20906,2,2,3,0,9,6,AGHS1,6,0,Pink,,,2
1,20907,2,2,3,0,9,7,AGHS1,6,0,Pink,,,2
1,20908,2,2,3,1,9,8,AGHS1,6,0,Pink,,,2
1,20909,2,2,3,1,9,9,AGHS3,1,0,Blue,,,2
1,20910,2,2,3,0,9,10,AGHS3,1,0,Blue,,,2
1,20911,2,2,3,0,9,11,AGHS3,1,0,Blue,,,2
1,20912,2,2,3,0,9,12,AGHS3,1,0,Blue,,,2
1,20913,2,2,3,0,9,13,AGHS3,1,0,Blue,,,2
1,20914,2,2,3,0,9,14,AGHS3,1,0,Blue,,,2
1,20915,2,2,3,0,9,15,AGHS3,1,0,Blue,,,2
1,20916,2,2,3,1,9,16,AGHS3,1,0,Blue,,,3
1,20917,2,2,3,1,9,17,AGHS8,7,0,White,,,2
1,20918,2,2,3,0,9,18,AGHS8,7,0,White,,,2
1,20919,2,2,3,0,9,19,AGHS8,7,0,White,,,2
1,20920,2,2,3,0,9,20,AGHS8,7,0,White,,,2
1,20921,2,2,3,0,9,21,AGHS8,7,0,White,,,2
1,20922,2,2,3,0,9,22,AGHS8,7,0,White,,,2
1,20923,2,2,3,0,9,23,AGHS8,7,0,White,,,2
1,20924,2,2,3,1,9,24,AGHS8,7,0,White,,,2
1,20925,2,2,3,1,9,25,AGHS4,2,0,Orange,,,2
1,20926,2,2,3,0,9,26,AGHS4,2,0,Orange,,,2
1,20927,2,2,3,0,9,27,AGHS4,2,0,Orange,,,2
1,20928,2,2,3,0,9,28,AGHS4,2,0,Orange,,,2
1,20929,2,2,3,0,9,29,AGHS4,2,0,Orange,,,2
1,20930,2,2,3,0,9,30,AGHS4,2,0,Orange,,,2
1,20931,2,2,3,0,9,31,AGHS4,2,0,Orange,,,2
1,20932,2,2,3,1,9,32,AGHS4,2,0,Orange,,,2
1,20933,2,2,3,1,9,33,AGHS2,5,0,Yellow,,,2
1,20934,2,2,3,0,9,34,AGHS2,5,0,Yellow,,,2
1,20935,2,2,3,0,9,35,AGHS2,5,0,Yellow,,,2
1,20936,2,2,3,0,9,36,AGHS2,5,0,Yellow,,,2
1,20937,2,2,3,0,9,37,AGHS2,5,0,Yellow,,,2
1,20938,2,2,3,0,9,38,AGHS2,5,0,Yellow,,,2
1,20939,2,2,3,0,9,39,AGHS2,5,0,Yellow,,,2
1,20940,2,2,3,1,9,40,AGHS2,5,0,Yellow,,,2
1,21001,2,2,3,1,10,1,AGHS1,6,2,Pink,,,10
1,21002,2,2,3,0,10,2,AGHS1,6,2,Pink,,,2
1,21003,2,2,3,0,10,3,AGHS1,6,2,Pink,,,2
1,21004,2,2,3,0,10,4,AGHS1,6,2,Pink,,,2
1,21005,2,2,3,0,10,5,AGHS1,6,2,Pink,,,2
1,21006,2,2,3,0,10,6,AGHS1,6,2,Pink,,,2
1,21007,2,2,3,0,10,7,AGHS1,6,2,Pink,,,2
1,21008,2,2,3,1,10,8,AGHS1,6,2,Pink,,,2
1,21009,2,2,3,1,10,9,AGHS2,5,2,Yellow,,,2
1,21010,2,2,3,0,10,10,AGHS2,5,2,Yellow,,,2
1,21011,2,2,3,0,10,11,AGHS2,5,2,Yellow,,,2
1,21012,2,2,3,0,10,12,AGHS2,5,2,Yellow,,,2
1,21013,2,2,3,0,10,13,AGHS2,5,2,Yellow,,,2
1,21014,2,2,3,0,10,14,AGHS2,5,2,Yellow,,,2
1,21015,2,2,3,0,10,15,AGHS2,5,2,Yellow,,,2
1,21016,2,2,3,1,10,16,AGHS2,5,2,Yellow,,,2
1,21017,2,2,3,1,10,17,AGHS3,1,2,Blue,,,2
1,21018,2,2,3,0,10,18,AGHS3,1,2,Blue,,,2
1,21019,2,2,3,0,10,19,AGHS3,1,2,Blue,,,2
1,21020,2,2,3,0,10,20,AGHS3,1,2,Blue,,,2
1,21021,2,2,3,0,10,21,AGHS3,1,2,Blue,,,2
1,21022,2,2,3,0,10,22,AGHS3,1,2,Blue,,,2
1,21023,2,2,3,0,10,23,AGHS3,1,2,Blue,,,2
1,21024,2,2,3,1,10,24,AGHS3,1,2,Blue,,,2
1,21025,2,2,3,1,10,25,AGHS8,7,2,White,,,2
1,21026,2,2,3,0,10,26,AGHS8,7,2,White,,,2
1,21027,2,2,3,0,10,27,AGHS8,7,2,White,,,2
1,21028,2,2,3,0,10,28,AGHS8,7,2,White,,,2
1,21029,2,2,3,0,10,29,AGHS8,7,2,White,,,2
1,21030,2,2,3,0,10,30,AGHS8,7,2,White,,,9
1,21031,2,2,3,0,10,31,AGHS8,7,2,White,,,2
1,21032,2,2,3,1,10,32,AGHS8,7,2,White,,,2
1,21033,2,2,3,1,10,33,AGHS4,2,2,Orange,,,2
1,21034,2,2,3,0,10,34,AGHS4,2,2,Orange,,,9
1,21035,2,2,3,0,10,35,AGHS4,2,2,Orange,,,9
1,21036,2,2,3,0,10,36,AGHS4,2,2,Orange,,,2
1,21037,2,2,3,0,10,37,AGHS4,2,2,Orange,,,2
1,21038,2,2,3,0,10,38,AGHS4,2,2,Orange,,,2
1,21039,2,2,3,0,10,39,AGHS4,2,2,Orange,,,2
1,21040,2,2,3,1,10,40,AGHS4,2,2,Orange,,,2
1,21101,2,2,3,1,11,1,AGHS3,1,2,Blue,,,2
1,21102,2,2,3,0,11,2,AGHS3,1,2,Blue,,,2
1,21103,2,2,3,0,11,3,AGHS3,1,2,Blue,,,2
1,21104,2,2,3,0,11,4,AGHS3,1,2,Blue,,,2
1,21105,2,2,3,0,11,5,AGHS3,1,2,Blue,,,2
1,21106,2,2,3,0,11,6,AGHS3,1,2,Blue,,,2
1,21107,2,2,3,0,11,7,AGHS3,1,2,Blue,,,2
1,21108,2,2,3,1,11,8,AGHS3,1,2,Blue,,,2
1,21109,2,2,3,1,11,9,AGHS8,7,2,White,,,2
1,21110,2,2,3,0,11,10,AGHS8,7,2,White,,,2
1,21111,2,2,3,0,11,11,AGHS8,7,2,White,,,2
1,21112,2,2,3,0,11,12,AGHS8,7,2,White,,,9
1,21113,2,2,3,0,11,13,AGHS8,7,2,White,,,2
1,21114,2,2,3,0,11,14,AGHS8,7,2,White,,,2
1,21115,2,2,3,0,11,15,AGHS8,7,2,White,,,2
1,21116,2,2,3,1,11,16,AGHS8,7,2,White,,,2
1,21117,2,2,3,1,11,17,AGHS4,2,2,Orange,,,2
1,21118,2,2,3,0,11,18,AGHS4,2,2,Orange,,,2
1,21119,2,2,3,0,11,19,AGHS4,2,2,Orange,,,2
1,21120,2,2,3,0,11,20,AGHS4,2,2,Orange,,,2
1,21121,2,2,3,0,11,21,AGHS4,2,2,Orange,,,2
1,21122,2,2,3,0,11,22,AGHS4,2,2,Orange,,,2
1,21123,2,2,3,0,11,23,AGHS4,2,2,Orange,,,2
1,21124,2,2,3,1,11,24,AGHS4,2,2,Orange,,,2
1,21125,2,2,3,1,11,25,AGHS1,6,2,Pink,,,2
1,21126,2,2,3,0,11,26,AGHS1,6,2,Pink,,,2
1,21127,2,2,3,0,11,27,AGHS1,6,2,Pink,,,2
1,21128,2,2,3,0,11,28,AGHS1,6,2,Pink,,,2
1,21129,2,2,3,0,11,29,AGHS1,6,2,Pink,,,2
1,21130,2,2,3,0,11,30,AGHS1,6,2,Pink,,,2
1,21131,2,2,3,0,11,31,AGHS1,6,2,Pink,,,2
1,21132,2,2,3,1,11,32,AGHS1,6,2,Pink,,,2
1,21133,2,2,3,1,11,33,AGHS2,5,2,Yellow,,,9
1,21134,2,2,3,0,11,34,AGHS2,5,2,Yellow,,,9
1,21135,2,2,3,0,11,35,AGHS2,5,2,Yellow,,,2
1,21136,2,2,3,0,11,36,AGHS2,5,2,Yellow,,,2
1,21137,2,2,3,0,11,37,AGHS2,5,2,Yellow,,,2
1,21138,2,2,3,0,11,38,AGHS2,5,2,Yellow,,,2
1,21139,2,2,3,0,11,39,AGHS2,5,2,Yellow,,,2
1,21140,2,2,3,1,11,40,AGHS2,5,2,Yellow,,,2
1,21201,2,2,3,1,12,1,AGHS8,7,3,White,,,2
1,21202,2,2,3,0,12,2,AGHS8,7,3,White,,,2
1,21203,2,2,3,0,12,3,AGHS8,7,3,White,,,3
1,21204,2,2,3,0,12,4,AGHS8,7,3,White,,,3
1,21205,2,2,3,0,12,5,AGHS8,7,3,White,,,2
1,21206,2,2,3,0,12,6,AGHS8,7,3,White,,,2
1,21207,2,2,3,0,12,7,AGHS8,7,3,White,,,10
1,21208,2,2,3,1,12,8,AGHS8,7,3,White,,,2
1,21209,2,2,3,1,12,9,AGHS4,2,3,Orange,,,2
1,21210,2,2,3,0,12,10,AGHS4,2,3,Orange,,,2
1,21211,2,2,3,0,12,11,AGHS4,2,3,Orange,,,2
1,21212,2,2,3,0,12,12,AGHS4,2,3,Orange,,,2
1,21213,2,2,3,0,12,13,AGHS4,2,3,Orange,,,2
1,21214,2,2,3,0,12,14,AGHS4,2,3,Orange,,,2
1,21215,2,2,3,0,12,15,AGHS4,2,3,Orange,,,2
1,21216,2,2,3,1,12,16,AGHS4,2,3,Orange,,,2
1,21217,2,2,3,1,12,17,AGHS2,5,3,Yellow,,,2
1,21218,2,2,3,0,12,18,AGHS2,5,3,Yellow,,,2
1,21219,2,2,3,0,12,19,AGHS2,5,3,Yellow,,,2
1,21220,2,2,3,0,12,20,AGHS2,5,3,Yellow,,,2
1,21221,2,2,3,0,12,21,AGHS2,5,3,Yellow,,,2
1,21222,2,2,3,0,12,22,AGHS2,5,3,Yellow,,,2
1,21223,2,2,3,0,12,23,AGHS2,5,3,Yellow,,,2
1,21224,2,2,3,1,12,24,AGHS2,5,3,Yellow,,,2
1,21225,2,2,3,1,12,25,AGHS3,1,3,Blue,,,2
1,21226,2,2,3,0,12,26,AGHS3,1,3,Blue,,,2
1,21227,2,2,3,0,12,27,AGHS3,1,3,Blue,,,2
1,21228,2,2,3,0,12,28,AGHS3,1,3,Blue,,,2
1,21229,2,2,3,0,12,29,AGHS3,1,3,Blue,,,2
1,21230,2,2,3,0,12,30,AGHS3,1,3,Blue,,,2
1,21231,2,2,3,0,12,31,AGHS3,1,3,Blue,,,2
1,21232,2,2,3,1,12,32,AGHS3,1,3,Blue,,,2
1,21233,2,2,3,1,12,33,AGHS1,6,3,Pink,,,2
1,21234,2,2,3,0,12,34,AGHS1,6,3,Pink,,,2
1,21235,2,2,3,0,12,35,AGHS1,6,3,Pink,,,2
1,21236,2,2,3,0,12,36,AGHS1,6,3,Pink,,,2
1,21237,2,2,3,0,12,37,AGHS1,6,3,Pink,,,9
1,21238,2,2,3,0,12,38,AGHS1,6,3,Pink,,,2
1,21239,2,2,3,0,12,39,AGHS1,6,3,Pink,,,10
1,21240,2,2,3,1,12,40,AGHS1,6,3,Pink,,,2
2,10131,2,1,1,1,1,31,AGHS4,2,2,Yellow,,0,1
2,10132,2,1,1,0,1,32,AGHS4,2,2,Yellow,,0,2
2,10133,2,1,1,0,1,33,AGHS4,2,2,Yellow,,0,2
2,10134,2,1,1,0,1,34,AGHS4,2,2,Yellow,,0,1
2,10135,2,1,1,0,1,35,AGHS4,2,2,Yellow,,0,1
2,10136,2,1,1,0,1,36,AGHS4,2,2,Yellow,,0,1
2,10137,2,1,1,0,1,37,AGHS4,2,2,Yellow,,0,1
2,10138,2,1,1,1,1,38,AGHS4,2,2,Yellow,,0,1
2,10139,2,1,1,1,1,39,AGHS8,7,2,White,,0,2
2,10140,2,1,1,0,1,40,AGHS8,7,2,White,,0,2
2,10141,2,1,1,0,1,41,AGHS8,7,2,White,,0,2
2,10142,2,1,1,0,1,42,AGHS8,7,2,White,,0,2
2,10143,2,1,1,0,1,43,AGHS8,7,2,White,,0,2
2,10144,2,1,1,0,1,44,AGHS8,7,2,White,,2,2
2,10145,2,1,1,0,1,45,AGHS8,7,2,White,,0,2
2,10146,2,1,1,1,1,46,AGHS8,7,2,White,,0,2
2,10147,2,1,1,1,1,47,AGHS3,1,2,Orange,,0,9
2,10148,2,1,1,0,1,48,AGHS3,1,2,Orange,,2,2
2,10149,2,1,1,0,1,49,AGHS3,1,2,Orange,,2,2
2,10150,2,1,1,0,1,50,AGHS3,1,2,Orange,,2,2
2,10151,2,1,1,0,1,51,AGHS3,1,2,Orange,,0,1
2,10152,2,1,1,0,1,52,AGHS3,1,2,Orange,,0,9
2,10153,2,1,1,0,1,53,AGHS3,1,2,Orange,,1,9
2,10154,2,1,1,1,1,54,AGHS3,1,2,Orange,,0,1
2,10155,2,1,1,1,1,55,AGHS1,6,2,Blue,,3,2
2,10156,2,1,1,0,1,56,AGHS1,6,2,Blue,,3,1
2,10157,2,1,1,0,1,57,AGHS1,6,2,Blue,,3,1
2,10158,2,1,1,0,1,58,AGHS1,6,2,Blue,,2,2
2,10159,2,1,1,0,1,59,AGHS1,6,2,Blue,,3,2
2,10160,2,1,1,0,1,60,AGHS1,6,2,Blue,,3,2
2,10161,2,1,1,0,1,61,AGHS1,6,2,Blue,,3,2
2,10162,2,1,1,1,1,62,AGHS1,6,2,Blue,,2,1
2,10163,2,1,1,1,1,63,AGHS2,5,2,Pink,,0,2
2,10164,2,1,1,0,1,64,AGHS2,5,2,Pink,,0,2
2,10165,2,1,1,0,1,65,AGHS2,5,2,Pink,,0,2
2,10166,2,1,1,0,1,66,AGHS2,5,2,Pink,,0,2
2,10167,2,1,1,0,1,67,AGHS2,5,2,Pink,,3,2
2,10168,2,1,1,0,1,68,AGHS2,5,2,Pink,,1,2
2,10169,2,1,1,0,1,69,AGHS2,5,2,Pink,,2,2
2,10170,2,1,1,1,1,70,AGHS2,5,2,Pink,,1,2
2,10231,2,1,1,1,2,31,AGHS2,5,0,Pink,,1,2
2,10232,2,1,1,0,2,32,AGHS2,5,0,Pink,,1,2
2,10233,2,1,1,0,2,33,AGHS2,5,0,Pink,,1,2
2,10234,2,1,1,0,2,34,AGHS2,5,0,Pink,,0,2
2,10235,2,1,1,0,2,35,AGHS2,5,0,Pink,,0,2
2,10236,2,1,1,0,2,36,AGHS2,5,0,Pink,,0,2
2,10237,2,1,1,0,2,37,AGHS2,5,0,Pink,,1,2
2,10238,2,1,1,1,2,38,AGHS2,5,0,Pink,,2,2
2,10239,2,1,1,1,2,39,AGHS1,6,0,Blue,,2,2
2,10240,2,1,1,0,2,40,AGHS1,6,0,Blue,,1,2
2,10241,2,1,1,0,2,41,AGHS1,6,0,Blue,,3,2
2,10242,2,1,1,0,2,42,AGHS1,6,0,Blue,,3,2
2,10243,2,1,1,0,2,43,AGHS1,6,0,Blue,,2,2
2,10244,2,1,1,0,2,44,AGHS1,6,0,Blue,,2,2
2,10245,2,1,1,0,2,45,AGHS1,6,0,Blue,,3,2
2,10246,2,1,1,1,2,46,AGHS1,6,0,Blue,,3,2
2,10247,2,1,1,1,2,47,AGHS8,7,0,White,,0,2
2,10248,2,1,1,0,2,48,AGHS8,7,0,White,,0,2
2,10249,2,1,1,0,2,49,AGHS8,7,0,White,,0,2
2,10250,2,1,1,0,2,50,AGHS8,7,0,White,,0,2
2,10251,2,1,1,0,2,51,AGHS8,7,0,White,,0,2
2,10252,2,1,1,0,2,52,AGHS8,7,0,White,,0,2
2,10253,2,1,1,0,2,53,AGHS8,7,0,White,,0,2
2,10254,2,1,1,1,2,54,AGHS8,7,0,White,,0,2
2,10255,2,1,1,1,2,55,AGHS4,2,0,Yellow,,0,2
2,10256,2,1,1,0,2,56,AGHS4,2,0,Yellow,,0,2
2,10257,2,1,1,0,2,57,AGHS4,2,0,Yellow,,0,1
2,10258,2,1,1,0,2,58,AGHS4,2,0,Yellow,,1,2
2,10259,2,1,1,0,2,59,AGHS4,2,0,Yellow,,0,2
2,10260,2,1,1,0,2,60,AGHS4,2,0,Yellow,,0,2
2,10261,2,1,1,0,2,61,AGHS4,2,0,Yellow,,0,2
2,10262,2,1,1,1,2,62,AGHS4,2,0,Yellow,,0,2
2,10263,2,1,1,1,2,63,AGHS3,1,0,Orange,,0,2
2,10264,2,1,1,0,2,64,AGHS3,1,0,Orange,,1,1
2,10265,2,1,1,0,2,65,AGHS3,1,0,Orange,,0,9
2,10266,2,1,1,0,2,66,AGHS3,1,0,Orange,,0,2
2,10267,2,1,1,0,2,67,AGHS3,1,0,Orange,,0,2
2,10268,2,1,1,0,2,68,AGHS3,1,0,Orange,,0,2
2,10269,2,1,1,0,2,69,AGHS3,1,0,Orange,,0,2
2,10270,2,1,1,1,2,70,AGHS3,1,0,Orange,,0,2
2,10331,2,1,1,1,3,31,AGHS3,1,3,Orange,,0,1
2,10332,2,1,1,0,3,32,AGHS3,1,3,Orange,,0,1
2,10333,2,1,1,0,3,33,AGHS3,1,3,Orange,,0,2
2,10334,2,1,1,0,3,34,AGHS3,1,3,Orange,,0,2
2,10335,2,1,1,0,3,35,AGHS3,1,3,Orange,,2,2
2,10336,2,1,1,0,3,36,AGHS3,1,3,Orange,,2,2
2,10337,2,1,1,0,3,37,AGHS3,1,3,Orange,,2,1
2,10338,2,1,1,1,3,38,AGHS3,1,3,Orange,,0,2
2,10339,2,1,1,1,3,39,AGHS4,2,3,Yellow,,1,1
2,10340,2,1,1,0,3,40,AGHS4,2,3,Yellow,,0,2
2,10341,2,1,1,0,3,41,AGHS4,2,3,Yellow,,0,2
2,10342,2,1,1,0,3,42,AGHS4,2,3,Yellow,,0,2
2,10343,2,1,1,0,3,43,AGHS4,2,3,Yellow,,0,2
2,10344,2,1,1,0,3,44,AGHS4,2,3,Yellow,,0,2
2,10345,2,1,1,0,3,45,AGHS4,2,3,Yellow,,1,1
2,10346,2,1,1,1,3,46,AGHS4,2,3,Yellow,,1,2
2,10347,2,1,1,1,3,47,AGHS2,5,3,Pink,,1,2
2,10348,2,1,1,0,3,48,AGHS2,5,3,Pink,,2,2
2,10349,2,1,1,0,3,49,AGHS2,5,3,Pink,,2,2
2,10350,2,1,1,0,3,50,AGHS2,5,3,Pink,,0,2
2,10351,2,1,1,0,3,51,AGHS2,5,3,Pink,,3,2
2,10352,2,1,1,0,3,52,AGHS2,5,3,Pink,,3,2
2,10353,2,1,1,0,3,53,AGHS2,5,3,Pink,,1,2
2,10354,2,1,1,1,3,54,AGHS2,5,3,Pink,,1,2
2,10355,2,1,1,1,3,55,AGHS1,6,3,Blue,,2,2
2,10356,2,1,1,0,3,56,AGHS1,6,3,Blue,,3,2
2,10357,2,1,1,0,3,57,AGHS1,6,3,Blue,,1,2
2,10358,2,1,1,0,3,58,AGHS1,6,3,Blue,,3,2
2,10359,2,1,1,0,3,59,AGHS1,6,3,Blue,,3,2
